CMDLINE python3 WovtServer.py
MEM 42.941406 1514906667.5719
MEM 42.941406 1514906667.6802
MEM 42.941406 1514906667.7846
MEM 42.941406 1514906667.8930
MEM 42.941406 1514906668.0017
MEM 42.941406 1514906668.1066
MEM 42.941406 1514906668.2114
MEM 42.941406 1514906668.3157
MEM 42.941406 1514906668.4201
MEM 42.941406 1514906668.5288
MEM 42.941406 1514906668.6362
MEM 42.941406 1514906668.7441
MEM 42.941406 1514906668.8523
MEM 42.941406 1514906668.9715
MEM 42.941406 1514906669.0848
MEM 42.941406 1514906669.1935
MEM 42.941406 1514906669.2995
MEM 42.941406 1514906669.4101
MEM 42.941406 1514906669.5214
MEM 42.941406 1514906669.6258
MEM 42.941406 1514906669.7366
MEM 42.941406 1514906669.8444
MEM 42.941406 1514906669.9517
MEM 42.941406 1514906670.0560
MEM 42.941406 1514906670.1604
MEM 42.941406 1514906670.2747
MEM 42.941406 1514906670.3830
MEM 42.941406 1514906670.4928
MEM 42.941406 1514906670.6011
MEM 42.941406 1514906670.7064
MEM 42.941406 1514906670.8112
MEM 42.941406 1514906670.9212
MEM 42.941406 1514906671.0293
MEM 42.941406 1514906671.1362
MEM 42.941406 1514906671.2653
MEM 42.941406 1514906671.3736
MEM 42.941406 1514906671.4844
MEM 42.941406 1514906671.5987
MEM 42.941406 1514906671.7085
MEM 42.941406 1514906671.8242
MEM 43.175781 1514906671.9330
MEM 43.175781 1514906672.0397
MEM 43.429688 1514906672.1440
MEM 43.429688 1514906672.2539
MEM 43.429688 1514906672.3582
MEM 43.429688 1514906672.4627
MEM 43.429688 1514906672.5719
MEM 43.429688 1514906672.6764
MEM 43.429688 1514906672.7860
MEM 43.429688 1514906672.8904
MEM 43.429688 1514906673.0016
MEM 43.429688 1514906673.1132
MEM 43.429688 1514906673.2173
MEM 43.429688 1514906673.3217
MEM 43.429688 1514906673.4295
MEM 43.429688 1514906673.5437
MEM 43.429688 1514906673.6481
MEM 43.429688 1514906673.7526
MEM 43.429688 1514906673.8578
MEM 43.429688 1514906673.9621
MEM 43.429688 1514906674.0734
MEM 43.429688 1514906674.1782
MEM 43.429688 1514906674.2826
MEM 43.429688 1514906674.3944
MEM 43.429688 1514906674.5017
MEM 43.429688 1514906674.6060
MEM 43.429688 1514906674.7143
MEM 43.429688 1514906674.8237
MEM 43.429688 1514906674.9319
MEM 43.429688 1514906675.0363
MEM 43.429688 1514906675.1485
MEM 43.429688 1514906675.2559
MEM 43.429688 1514906675.3647
MEM 43.429688 1514906675.4740
MEM 43.429688 1514906675.5853
MEM 43.429688 1514906675.6896
MEM 43.429688 1514906675.7959
MEM 43.429688 1514906675.9003
MEM 43.429688 1514906676.0086
MEM 43.429688 1514906676.1209
MEM 43.429688 1514906676.2291
MEM 43.429688 1514906676.3415
MEM 43.429688 1514906676.4522
MEM 43.429688 1514906676.5566
MEM 43.429688 1514906676.6720
MEM 43.429688 1514906676.7801
MEM 43.429688 1514906676.8978
MEM 43.429688 1514906677.0175
MEM 43.429688 1514906677.1382
MEM 43.429688 1514906677.2455
MEM 43.429688 1514906677.3622
MEM 43.429688 1514906677.4670
MEM 43.429688 1514906677.5714
MEM 43.429688 1514906677.6758
MEM 43.429688 1514906677.7821
MEM 43.429688 1514906677.8934
MEM 43.429688 1514906677.9982
MEM 43.429688 1514906678.1024
MEM 43.429688 1514906678.2084
MEM 43.429688 1514906678.3152
MEM 43.429688 1514906678.4195
MEM 43.429688 1514906678.5239
MEM 43.429688 1514906678.6303
MEM 43.429688 1514906678.7366
MEM 43.429688 1514906678.8434
MEM 43.429688 1514906678.9528
MEM 43.429688 1514906679.0596
MEM 43.429688 1514906679.1716
MEM 43.429688 1514906679.2851
MEM 43.429688 1514906679.3934
MEM 43.429688 1514906679.4978
MEM 43.429688 1514906679.6076
MEM 43.429688 1514906679.7139
MEM 43.429688 1514906679.8192
MEM 43.429688 1514906679.9240
MEM 43.429688 1514906680.0284
MEM 43.429688 1514906680.1367
MEM 43.429688 1514906680.2460
MEM 43.429688 1514906680.3514
MEM 43.429688 1514906680.4646
MEM 43.429688 1514906680.5729
MEM 43.429688 1514906680.6813
MEM 43.429688 1514906680.7856
MEM 43.429688 1514906680.8899
MEM 43.429688 1514906680.9982
MEM 43.687500 1514906681.1026
MEM 43.687500 1514906681.2069
MEM 43.687500 1514906681.3113
MEM 43.687500 1514906681.4181
MEM 43.687500 1514906681.5230
MEM 43.687500 1514906681.6273
MEM 43.687500 1514906681.7316
MEM 43.687500 1514906681.8415
MEM 43.687500 1514906681.9463
MEM 43.687500 1514906682.0506
MEM 43.687500 1514906682.1550
MEM 43.839844 1514906682.2629
MEM 43.839844 1514906682.3914
MEM 43.839844 1514906682.5073
MEM 43.839844 1514906682.6184
MEM 43.839844 1514906682.7282
MEM 43.839844 1514906682.8484
MEM 43.839844 1514906682.9646
MEM 43.839844 1514906683.0750
MEM 43.839844 1514906683.1832
MEM 43.839844 1514906683.2910
MEM 43.839844 1514906683.3959
MEM 43.839844 1514906683.5002
MEM 43.839844 1514906683.6070
MEM 43.839844 1514906683.7114
MEM 43.839844 1514906683.8162
MEM 43.839844 1514906683.9206
MEM 43.839844 1514906684.0318
MEM 43.839844 1514906684.1362
MEM 43.839844 1514906684.2534
MEM 43.839844 1514906684.3627
MEM 43.949219 1514906684.4705
MEM 43.949219 1514906684.5750
MEM 43.949219 1514906684.6822
MEM 43.949219 1514906684.7861
MEM 43.949219 1514906684.8909
MEM 43.949219 1514906684.9958
MEM 43.949219 1514906685.1001
MEM 43.949219 1514906685.2046
MEM 43.949219 1514906685.3133
MEM 43.949219 1514906685.4176
MEM 43.949219 1514906685.5220
MEM 43.949219 1514906685.6278
MEM 43.949219 1514906685.7327
MEM 43.949219 1514906685.8421
MEM 43.949219 1514906685.9557
MEM 43.949219 1514906686.0601
MEM 43.949219 1514906686.1644
MEM 43.949219 1514906686.2688
MEM 43.949219 1514906686.3770
MEM 43.949219 1514906686.4854
MEM 43.949219 1514906686.5897
MEM 43.949219 1514906686.7010
MEM 43.949219 1514906686.8123
MEM 43.949219 1514906686.9250
MEM 43.949219 1514906687.0343
MEM 43.949219 1514906687.1451
MEM 43.949219 1514906687.2540
MEM 43.949219 1514906687.3597
MEM 43.949219 1514906687.4730
MEM 43.949219 1514906687.5818
MEM 43.949219 1514906687.6896
MEM 43.949219 1514906687.7945
MEM 43.949219 1514906687.9122
MEM 43.949219 1514906688.0166
MEM 43.949219 1514906688.1269
MEM 43.949219 1514906688.2358
MEM 43.949219 1514906688.3461
MEM 43.949219 1514906688.4681
MEM 43.949219 1514906688.5725
MEM 43.949219 1514906688.6852
MEM 43.949219 1514906688.7940
MEM 43.949219 1514906688.9023
MEM 43.949219 1514906689.0067
MEM 43.949219 1514906689.1115
MEM 43.949219 1514906689.2218
MEM 43.949219 1514906689.3345
MEM 43.949219 1514906689.4403
MEM 43.949219 1514906689.5487
MEM 43.949219 1514906689.6619
MEM 43.949219 1514906689.7713
MEM 43.949219 1514906689.8756
MEM 43.949219 1514906689.9799
MEM 43.949219 1514906690.0843
MEM 43.949219 1514906690.1887
MEM 43.949219 1514906690.3014
MEM 43.949219 1514906690.4107
MEM 43.949219 1514906690.5151
MEM 43.949219 1514906690.6194
MEM 43.949219 1514906690.7238
MEM 43.949219 1514906690.8286
MEM 43.949219 1514906690.9339
MEM 43.949219 1514906691.0447
MEM 43.949219 1514906691.1506
MEM 43.949219 1514906691.2549
MEM 43.949219 1514906691.3604
MEM 43.949219 1514906691.4725
MEM 43.949219 1514906691.5779
MEM 43.949219 1514906691.6827
MEM 43.949219 1514906691.7876
MEM 43.949219 1514906691.8919
MEM 43.949219 1514906692.0047
MEM 43.949219 1514906692.1131
MEM 43.949219 1514906692.2255
MEM 43.949219 1514906692.3326
MEM 43.949219 1514906692.4384
MEM 43.949219 1514906692.5428
MEM 43.949219 1514906692.6476
MEM 43.949219 1514906692.7525
MEM 43.949219 1514906692.8612
MEM 43.949219 1514906692.9686
MEM 43.949219 1514906693.0768
MEM 43.949219 1514906693.1853
MEM 43.949219 1514906693.2895
MEM 43.949219 1514906693.3999
MEM 43.949219 1514906693.5116
MEM 43.949219 1514906693.6217
MEM 43.949219 1514906693.7280
MEM 43.949219 1514906693.8346
MEM 43.949219 1514906693.9484
MEM 43.949219 1514906694.0580
MEM 43.949219 1514906694.1625
MEM 43.949219 1514906694.2732
MEM 43.949219 1514906694.3812
MEM 43.949219 1514906694.4899
MEM 43.949219 1514906694.5981
MEM 43.949219 1514906694.7025
MEM 43.949219 1514906694.8068
MEM 43.949219 1514906694.9112
MEM 43.949219 1514906695.0188
MEM 43.949219 1514906695.1264
MEM 43.949219 1514906695.2307
MEM 43.949219 1514906695.3420
MEM 43.949219 1514906695.4463
MEM 43.949219 1514906695.5507
MEM 43.949219 1514906695.6550
MEM 43.949219 1514906695.7599
MEM 43.949219 1514906695.8732
MEM 43.949219 1514906695.9809
MEM 43.949219 1514906696.0893
MEM 43.949219 1514906696.1961
MEM 43.949219 1514906696.3054
MEM 43.949219 1514906696.4097
MEM 43.949219 1514906696.5151
MEM 43.949219 1514906696.6250
MEM 43.949219 1514906696.7307
MEM 43.949219 1514906696.8365
MEM 43.949219 1514906696.9527
MEM 43.949219 1514906697.0586
MEM 43.949219 1514906697.1629
MEM 43.949219 1514906697.2684
MEM 43.949219 1514906697.3820
MEM 43.949219 1514906697.4864
MEM 43.949219 1514906697.5977
MEM 43.949219 1514906697.7051
MEM 43.949219 1514906697.8118
MEM 43.949219 1514906697.9167
MEM 43.949219 1514906698.0210
MEM 43.949219 1514906698.1333
MEM 43.949219 1514906698.2422
MEM 43.949219 1514906698.3534
MEM 43.949219 1514906698.4646
MEM 43.949219 1514906698.5694
MEM 43.949219 1514906698.6741
MEM 43.949219 1514906698.7787
MEM 43.949219 1514906698.8831
MEM 43.949219 1514906698.9924
MEM 43.949219 1514906699.1147
MEM 43.949219 1514906699.2229
MEM 43.949219 1514906699.3494
MEM 43.949219 1514906699.4607
MEM 43.949219 1514906699.5774
MEM 43.949219 1514906699.6827
MEM 43.949219 1514906699.7871
MEM 43.949219 1514906699.8915
MEM 43.949219 1514906699.9963
MEM 43.949219 1514906700.1046
MEM 43.949219 1514906700.2228
MEM 43.949219 1514906700.3272
MEM 43.949219 1514906700.4320
MEM 43.949219 1514906700.5447
MEM 43.949219 1514906700.6570
MEM 43.949219 1514906700.7629
MEM 43.949219 1514906700.8672
MEM 43.949219 1514906700.9715
MEM 43.949219 1514906701.0759
MEM 43.949219 1514906701.1803
MEM 43.949219 1514906701.2920
MEM 43.949219 1514906701.3964
MEM 43.949219 1514906701.5047
MEM 43.949219 1514906701.6170
MEM 43.949219 1514906701.7292
MEM 43.949219 1514906701.8340
MEM 43.949219 1514906701.9439
MEM 43.949219 1514906702.0482
MEM 43.949219 1514906702.1570
MEM 43.949219 1514906702.2673
MEM 43.949219 1514906702.3727
MEM 43.949219 1514906702.4854
MEM 43.949219 1514906702.5907
MEM 43.949219 1514906702.6951
MEM 43.949219 1514906702.8000
MEM 43.949219 1514906702.9043
MEM 43.949219 1514906703.0127
MEM 43.949219 1514906703.1234
MEM 43.949219 1514906703.2277
MEM 43.949219 1514906703.3326
MEM 43.949219 1514906703.4399
MEM 43.949219 1514906703.5448
MEM 43.949219 1514906703.6531
MEM 43.949219 1514906703.7648
MEM 43.949219 1514906703.8707
MEM 43.949219 1514906703.9760
MEM 43.949219 1514906704.0853
MEM 43.949219 1514906704.1897
MEM 43.949219 1514906704.2940
MEM 43.949219 1514906704.4044
MEM 43.949219 1514906704.5152
MEM 43.949219 1514906704.6412
MEM 43.949219 1514906704.7490
MEM 43.949219 1514906704.8569
MEM 43.949219 1514906704.9710
MEM 43.949219 1514906705.0764
MEM 43.949219 1514906705.1842
MEM 43.949219 1514906705.2940
MEM 43.949219 1514906705.4028
MEM 43.949219 1514906705.5072
MEM 43.949219 1514906705.6125
MEM 43.949219 1514906705.7228
MEM 43.949219 1514906705.8296
MEM 43.949219 1514906705.9380
MEM 43.949219 1514906706.0428
MEM 43.949219 1514906706.1472
MEM 43.949219 1514906706.2515
MEM 43.949219 1514906706.3682
MEM 43.949219 1514906706.4726
MEM 44.050781 1514906706.5848
MEM 44.265625 1514906706.6912
MEM 44.265625 1514906706.7955
MEM 44.265625 1514906706.8999
MEM 44.265625 1514906707.0042
MEM 44.265625 1514906707.1100
MEM 44.265625 1514906707.2213
MEM 44.265625 1514906707.3257
MEM 44.265625 1514906707.4301
MEM 44.265625 1514906707.5374
MEM 44.265625 1514906707.6417
MEM 44.265625 1514906707.7495
MEM 44.265625 1514906707.8556
MEM 44.265625 1514906707.9686
MEM 44.265625 1514906708.0804
MEM 44.265625 1514906708.1847
MEM 44.265625 1514906708.2935
MEM 44.265625 1514906708.4043
MEM 44.265625 1514906708.5106
MEM 44.265625 1514906708.6150
MEM 44.265625 1514906708.7194
MEM 44.265625 1514906708.8242
MEM 44.265625 1514906708.9335
MEM 44.265625 1514906709.0388
MEM 44.265625 1514906709.1461
MEM 44.265625 1514906709.2618
MEM 44.265625 1514906709.3690
MEM 44.265625 1514906709.4849
MEM 44.265625 1514906709.5907
MEM 44.265625 1514906709.6980
MEM 44.265625 1514906709.8024
MEM 44.265625 1514906709.9083
MEM 44.265625 1514906710.0235
MEM 44.265625 1514906710.1279
MEM 44.265625 1514906710.2323
MEM 44.265625 1514906710.3421
MEM 44.265625 1514906710.4524
MEM 44.265625 1514906710.5686
MEM 44.265625 1514906710.6803
MEM 44.265625 1514906710.7851
MEM 44.265625 1514906710.8969
MEM 44.265625 1514906711.0086
MEM 44.265625 1514906711.1209
MEM 44.265625 1514906711.2267
MEM 44.265625 1514906711.3336
MEM 44.265625 1514906711.4424
MEM 44.265625 1514906711.5468
MEM 44.265625 1514906711.6511
MEM 44.265625 1514906711.7565
MEM 44.265625 1514906711.8653
MEM 44.265625 1514906711.9701
MEM 44.265625 1514906712.0789
MEM 44.265625 1514906712.1877
MEM 44.265625 1514906712.2921
MEM 44.265625 1514906712.3964
MEM 44.265625 1514906712.5047
MEM 44.265625 1514906712.6181
MEM 44.265625 1514906712.7223
MEM 44.265625 1514906712.8267
MEM 44.265625 1514906712.9315
MEM 44.265625 1514906713.0358
MEM 44.265625 1514906713.1402
MEM 44.265625 1514906713.2486
MEM 44.265625 1514906713.3619
MEM 44.265625 1514906713.4781
MEM 44.265625 1514906713.5824
MEM 44.265625 1514906713.6867
MEM 44.265625 1514906713.7910
MEM 44.265625 1514906713.8954
MEM 44.265625 1514906713.9998
MEM 44.265625 1514906714.1041
MEM 44.265625 1514906714.2085
MEM 44.265625 1514906714.3174
MEM 44.265625 1514906714.4287
MEM 44.265625 1514906714.5388
MEM 44.265625 1514906714.6432
MEM 44.265625 1514906714.7520
MEM 44.265625 1514906714.8563
MEM 44.265625 1514906714.9660
MEM 44.265625 1514906715.0706
MEM 44.265625 1514906715.1753
MEM 44.265625 1514906715.2797
MEM 44.265625 1514906715.3842
MEM 44.265625 1514906715.4958
MEM 44.265625 1514906715.6011
MEM 44.265625 1514906715.7140
MEM 44.265625 1514906715.8328
MEM 44.265625 1514906715.9415
MEM 44.265625 1514906716.0507
MEM 44.265625 1514906716.1587
MEM 44.265625 1514906716.2679
MEM 44.265625 1514906716.3742
MEM 44.265625 1514906716.4795
MEM 44.265625 1514906716.5838
MEM 44.265625 1514906716.6882
MEM 44.265625 1514906716.8005
MEM 44.265625 1514906716.9083
MEM 44.265625 1514906717.0195
MEM 44.265625 1514906717.1244
MEM 44.265625 1514906717.2287
MEM 44.265625 1514906717.3376
MEM 44.265625 1514906717.4419
MEM 44.265625 1514906717.5463
MEM 44.265625 1514906717.6506
MEM 44.265625 1514906717.7569
MEM 44.265625 1514906717.8647
MEM 44.265625 1514906717.9731
MEM 44.265625 1514906718.0819
MEM 44.265625 1514906718.1863
MEM 44.265625 1514906718.2906
MEM 44.265625 1514906718.3954
MEM 44.265625 1514906718.5032
MEM 44.265625 1514906718.6136
MEM 44.265625 1514906718.7204
MEM 44.265625 1514906718.8304
MEM 44.265625 1514906718.9434
MEM 44.265625 1514906719.0477
MEM 44.265625 1514906719.1566
MEM 44.265625 1514906719.2609
MEM 44.265625 1514906719.3653
MEM 44.265625 1514906719.4701
MEM 44.265625 1514906719.5744
MEM 44.265625 1514906719.6843
MEM 44.265625 1514906719.7915
MEM 44.265625 1514906719.8959
MEM 44.265625 1514906720.0003
MEM 44.265625 1514906720.1086
MEM 44.265625 1514906720.2209
MEM 44.265625 1514906720.3267
MEM 44.265625 1514906720.4311
MEM 44.265625 1514906720.5424
MEM 44.265625 1514906720.6486
MEM 44.265625 1514906720.7569
MEM 44.265625 1514906720.8653
MEM 44.265625 1514906720.9765
MEM 44.265625 1514906721.0830
MEM 44.265625 1514906721.1952
MEM 44.265625 1514906721.2995
MEM 44.265625 1514906721.4080
MEM 44.265625 1514906721.5240
MEM 44.265625 1514906721.6418
MEM 44.265625 1514906721.7525
MEM 44.265625 1514906721.8702
MEM 44.265625 1514906721.9805
MEM 44.265625 1514906722.0889
MEM 44.265625 1514906722.1947
MEM 44.265625 1514906722.3007
MEM 44.265625 1514906722.4093
MEM 44.265625 1514906722.5152
MEM 44.265625 1514906722.6199
MEM 44.265625 1514906722.7293
MEM 44.265625 1514906722.8385
MEM 44.265625 1514906722.9429
MEM 44.265625 1514906723.0473
MEM 44.265625 1514906723.1517
MEM 44.265625 1514906723.2560
MEM 44.265625 1514906723.3692
MEM 44.375000 1514906723.4780
MEM 44.375000 1514906723.5839
MEM 44.375000 1514906723.6883
MEM 44.375000 1514906723.7936
MEM 44.375000 1514906723.8979
MEM 44.375000 1514906724.0057
MEM 44.375000 1514906724.1141
MEM 44.375000 1514906724.2199
MEM 44.375000 1514906724.3328
MEM 44.375000 1514906724.4439
MEM 44.375000 1514906724.5484
MEM 44.375000 1514906724.6541
MEM 44.375000 1514906724.7590
MEM 44.375000 1514906724.8682
MEM 44.375000 1514906724.9765
MEM 44.375000 1514906725.0863
MEM 44.375000 1514906725.1972
MEM 44.375000 1514906725.3099
MEM 44.375000 1514906725.4177
MEM 44.375000 1514906725.5240
MEM 44.375000 1514906725.6284
MEM 44.375000 1514906725.7352
MEM 44.375000 1514906725.8396
MEM 44.375000 1514906725.9494
MEM 44.375000 1514906726.0581
MEM 44.375000 1514906726.1644
MEM 44.375000 1514906726.2743
MEM 44.375000 1514906726.3846
MEM 44.375000 1514906726.4939
MEM 44.375000 1514906726.6017
MEM 44.375000 1514906726.7060
MEM 44.375000 1514906726.8237
MEM 44.375000 1514906726.9317
MEM 44.375000 1514906727.0443
MEM 44.375000 1514906727.1536
MEM 44.375000 1514906727.2609
MEM 44.375000 1514906727.3698
MEM 44.375000 1514906727.4835
MEM 44.375000 1514906727.5928
MEM 44.375000 1514906727.7016
MEM 44.375000 1514906727.8064
MEM 44.375000 1514906727.9108
MEM 44.375000 1514906728.0161
MEM 44.375000 1514906728.1205
MEM 44.375000 1514906728.2337
MEM 44.375000 1514906728.3397
MEM 44.375000 1514906728.4444
MEM 44.375000 1514906728.5523
MEM 44.375000 1514906728.6654
MEM 44.375000 1514906728.7723
MEM 44.375000 1514906728.8806
MEM 44.628906 1514906728.9899
MEM 44.628906 1514906729.0963
MEM 44.628906 1514906729.2041
MEM 44.628906 1514906729.3129
MEM 44.628906 1514906729.4311
MEM 44.628906 1514906729.5354
MEM 44.628906 1514906729.6398
MEM 44.628906 1514906729.7510
MEM 44.628906 1514906729.8659
MEM 44.628906 1514906729.9741
MEM 44.628906 1514906730.0799
MEM 44.628906 1514906730.1843
MEM 44.628906 1514906730.2926
MEM 44.628906 1514906730.3979
MEM 44.628906 1514906730.5093
MEM 44.628906 1514906730.6150
MEM 44.628906 1514906730.7194
MEM 44.628906 1514906730.8237
MEM 44.628906 1514906730.9281
MEM 44.628906 1514906731.0330
MEM 44.628906 1514906731.1403
MEM 44.628906 1514906731.2486
MEM 44.628906 1514906731.3574
MEM 44.628906 1514906731.4687
MEM 44.628906 1514906731.5774
MEM 44.628906 1514906731.6838
MEM 44.628906 1514906731.7881
MEM 44.628906 1514906731.8925
MEM 44.628906 1514906731.9974
MEM 44.628906 1514906732.1017
MEM 44.628906 1514906732.2077
MEM 44.628906 1514906732.3153
MEM 44.628906 1514906732.4301
MEM 44.882812 1514906732.5404
MEM 44.882812 1514906732.6517
MEM 44.882812 1514906732.7579
MEM 44.882812 1514906732.8792
MEM 44.882812 1514906732.9890
MEM 44.882812 1514906733.0947
MEM 44.882812 1514906733.1991
MEM 44.882812 1514906733.3035
MEM 44.882812 1514906733.4083
MEM 44.882812 1514906733.5156
MEM 44.882812 1514906733.6205
MEM 44.882812 1514906733.7293
MEM 44.882812 1514906733.8352
MEM 44.882812 1514906733.9489
MEM 44.882812 1514906734.0581
MEM 44.882812 1514906734.1694
MEM 44.882812 1514906734.2743
MEM 44.882812 1514906734.3806
MEM 44.882812 1514906734.4889
MEM 44.882812 1514906734.5964
MEM 44.882812 1514906734.7051
MEM 44.882812 1514906734.8119
MEM 44.882812 1514906734.9207
MEM 44.882812 1514906735.0295
MEM 44.882812 1514906735.1349
MEM 44.882812 1514906735.2427
MEM 44.882812 1514906735.3482
MEM 44.882812 1514906735.4558
MEM 44.882812 1514906735.5731
MEM 44.882812 1514906735.6848
MEM 44.882812 1514906735.7916
MEM 44.882812 1514906735.8961
MEM 44.882812 1514906736.0053
MEM 44.882812 1514906736.1161
MEM 44.882812 1514906736.2259
MEM 44.882812 1514906736.3366
MEM 44.882812 1514906736.4563
MEM 44.882812 1514906736.5646
MEM 44.882812 1514906736.6690
MEM 44.882812 1514906736.7768
MEM 44.882812 1514906736.8856
MEM 44.882812 1514906736.9899
MEM 44.882812 1514906737.0963
MEM 44.882812 1514906737.2091
MEM 44.882812 1514906737.3179
MEM 44.882812 1514906737.4286
MEM 44.882812 1514906737.5369
MEM 44.882812 1514906737.6457
MEM 44.882812 1514906737.7526
MEM 44.882812 1514906737.8614
MEM 44.882812 1514906737.9782
MEM 44.882812 1514906738.0909
MEM 44.882812 1514906738.2021
MEM 44.882812 1514906738.3139
MEM 44.882812 1514906738.4301
MEM 44.882812 1514906738.5379
MEM 44.882812 1514906738.6433
MEM 44.882812 1514906738.7476
MEM 44.882812 1514906738.8520
MEM 44.882812 1514906738.9588
MEM 44.882812 1514906739.0685
MEM 44.882812 1514906739.1770
MEM 44.882812 1514906739.2837
MEM 44.882812 1514906739.3960
MEM 44.882812 1514906739.5033
MEM 44.882812 1514906739.6101
MEM 44.882812 1514906739.7149
MEM 44.929688 1514906739.8193
MEM 44.929688 1514906739.9237
MEM 45.027344 1514906740.0280
MEM 45.027344 1514906740.1324
MEM 45.027344 1514906740.2382
MEM 45.027344 1514906740.3475
MEM 45.027344 1514906740.4657
MEM 45.027344 1514906740.5809
MEM 45.027344 1514906740.6863
MEM 45.027344 1514906740.7946
MEM 45.027344 1514906740.9094
MEM 45.027344 1514906741.0181
MEM 45.027344 1514906741.1225
MEM 45.027344 1514906741.2338
MEM 45.027344 1514906741.3381
MEM 45.027344 1514906741.4460
MEM 45.027344 1514906741.5503
MEM 45.027344 1514906741.6615
MEM 45.027344 1514906741.7773
MEM 45.027344 1514906741.8890
MEM 45.027344 1514906741.9969
MEM 45.027344 1514906742.1086
MEM 45.027344 1514906742.2130
MEM 45.027344 1514906742.3203
MEM 45.027344 1514906742.4296
MEM 45.027344 1514906742.5339
MEM 45.027344 1514906742.6388
MEM 45.027344 1514906742.7432
MEM 45.027344 1514906742.8475
MEM 45.027344 1514906742.9578
MEM 45.027344 1514906743.0651
MEM 45.027344 1514906743.1774
MEM 45.027344 1514906743.2817
MEM 45.027344 1514906743.3926
MEM 45.027344 1514906743.5122
MEM 45.027344 1514906743.6285
MEM 45.027344 1514906743.7328
MEM 45.027344 1514906743.8540
MEM 45.027344 1514906743.9642
MEM 45.027344 1514906744.0706
MEM 45.027344 1514906744.1774
MEM 45.027344 1514906744.2818
MEM 45.027344 1514906744.3881
MEM 45.027344 1514906744.5013
MEM 45.027344 1514906744.6097
MEM 45.027344 1514906744.7214
MEM 45.027344 1514906744.8267
MEM 45.027344 1514906744.9311
MEM 45.027344 1514906745.0355
MEM 45.027344 1514906745.1403
MEM 45.027344 1514906745.2481
MEM 45.027344 1514906745.3525
MEM 45.027344 1514906745.4568
MEM 45.027344 1514906745.5666
MEM 45.027344 1514906745.6714
MEM 45.027344 1514906745.7758
MEM 45.027344 1514906745.8827
MEM 45.027344 1514906745.9934
MEM 45.027344 1514906746.0977
MEM 45.027344 1514906746.2091
MEM 45.027344 1514906746.3178
MEM 45.027344 1514906746.4234
MEM 45.027344 1514906746.5384
MEM 45.027344 1514906746.6444
MEM 45.027344 1514906746.7531
MEM 45.027344 1514906746.8589
